"","test.id","cuisine"
"2072",30628,"southern_us"
"2073",21909,"chinese"
"2074",14291,"mexican"
"2075",3323,"southern_us"
"2076",6502,"southern_us"
"2077",25833,"italian"
"2078",31108,"southern_us"
"2079",47484,"italian"
"2080",27396,"italian"
"2081",48147,"chinese"
"2082",10489,"mexican"
"2083",12014,"southern_us"
"2084",4904,"mexican"
"2085",36607,"italian"
"2086",12756,"mexican"
"2087",32462,"southern_us"
"2088",42204,"southern_us"
"2089",246,"mexican"
"2090",47061,"chinese"
"2091",15908,"mexican"
"2092",29572,"italian"
"2093",13458,"mexican"
"2094",14022,"southern_us"
"2095",40437,"mexican"
"2096",48136,"mexican"
"2097",17687,"italian"
"2098",48504,"southern_us"
"2099",22857,"southern_us"
"2100",11465,"southern_us"
"2101",42107,"mexican"
"2102",12514,"southern_us"
"2103",46339,"indian"
"2104",8383,"southern_us"
"2105",27362,"southern_us"
"2106",38646,"mexican"
"2107",44084,"southern_us"
"2108",12946,"mexican"
"2109",11670,"southern_us"
"2110",34916,"italian"
"2111",2944,"mexican"
"2112",33063,"mexican"
"2113",26982,"southern_us"
"2114",2231,"southern_us"
"2115",5118,"mexican"
"2116",28258,"southern_us"
"2117",44113,"southern_us"
"2118",47328,"chinese"
"2119",33937,"chinese"
"2120",40399,"italian"
"2121",23562,"mexican"
"2122",12787,"mexican"
"2123",13992,"southern_us"
"2124",38992,"italian"
"2125",45269,"mexican"
"2126",15211,"mexican"
"2127",34602,"southern_us"
"2128",41779,"southern_us"
"2129",4179,"mexican"
"2130",37925,"southern_us"
"2131",46161,"italian"
"2132",5512,"southern_us"
"2133",27845,"mexican"
"2134",12024,"italian"
"2135",41072,"southern_us"
"2136",17911,"southern_us"
"2137",4237,"chinese"
"2138",40442,"italian"
"2139",15522,"mexican"
"2140",6804,"southern_us"
"2141",43807,"mexican"
"2142",21647,"chinese"
"2143",22758,"southern_us"
"2144",32551,"mexican"
"2145",20470,"mexican"
"2146",20842,"southern_us"
"2147",43018,"mexican"
"2148",45493,"italian"
"2149",42442,"southern_us"
"2150",14655,"italian"
"2151",32247,"southern_us"
"2152",32302,"southern_us"
"2153",42075,"italian"
"2154",19949,"mexican"
"2155",23352,"southern_us"
"2156",48549,"southern_us"
"2157",15053,"chinese"
"2158",23490,"southern_us"
"2159",12080,"chinese"
"2160",41992,"southern_us"
"2161",10618,"southern_us"
"2162",2870,"italian"
"2163",49226,"mexican"
"2164",10052,"southern_us"
"2165",39400,"italian"
"2166",8410,"mexican"
"2167",15752,"mexican"
"2168",18854,"mexican"
"2169",28448,"mexican"
"2170",27260,"southern_us"
"2171",1083,"southern_us"
"2172",21430,"italian"
"2173",46343,"southern_us"
"2174",12493,"southern_us"
"2175",14251,"southern_us"
"2176",37764,"southern_us"
"2177",3912,"italian"
"2178",28477,"italian"
"2179",25100,"italian"
"2180",44515,"southern_us"
"2181",36019,"southern_us"
"2182",44471,"italian"
"2183",27855,"indian"
"2184",47538,"southern_us"
"2185",16954,"southern_us"
"2186",5730,"mexican"
"2187",29892,"southern_us"
"2188",25581,"italian"
"2189",43708,"southern_us"
"2190",49152,"mexican"
"2191",40984,"mexican"
"2192",13050,"southern_us"
"2193",15031,"italian"
"2194",42841,"southern_us"
"2195",16325,"southern_us"
"2196",1866,"southern_us"
"2197",29547,"southern_us"
"2198",24281,"italian"
"2199",49183,"southern_us"
"2200",41136,"mexican"
"2201",15790,"southern_us"
"2202",23832,"chinese"
"2203",4231,"southern_us"
"2204",5306,"mexican"
"2205",40103,"italian"
"2206",45908,"southern_us"
"2207",34333,"southern_us"
"2208",19999,"mexican"
"2209",9304,"chinese"
"2210",11613,"mexican"
"2211",30183,"italian"
"2212",14480,"southern_us"
"2213",26493,"chinese"
"2214",46415,"mexican"
"2215",23012,"southern_us"
"2216",2981,"southern_us"
"2217",31371,"southern_us"
"2218",8119,"italian"
"2219",48376,"chinese"
"2220",42957,"southern_us"
"2221",18688,"southern_us"
"2222",38876,"southern_us"
"2223",11197,"southern_us"
"2224",48216,"mexican"
"2225",24611,"southern_us"
"2226",16761,"southern_us"
"2227",47345,"italian"
"2228",16477,"italian"
"2229",31855,"southern_us"
"2230",403,"southern_us"
"2231",48608,"mexican"
"2232",1985,"southern_us"
"2233",36249,"southern_us"
"2234",27201,"chinese"
"2235",22141,"southern_us"
"2236",34166,"italian"
"2237",4721,"southern_us"
"2238",44230,"southern_us"
"2239",21409,"italian"
"2240",29986,"italian"
"2241",15401,"southern_us"
"2242",32341,"italian"
"2243",46266,"italian"
"2244",6633,"mexican"
"2245",42713,"southern_us"
"2246",9117,"southern_us"
"2247",16266,"southern_us"
"2248",36470,"southern_us"
"2249",16164,"indian"
"2250",34712,"southern_us"
"2251",29117,"southern_us"
"2252",34991,"southern_us"
"2253",24906,"italian"
"2254",36954,"southern_us"
"2255",29979,"italian"
"2256",16710,"italian"
"2257",48056,"italian"
"2258",24035,"southern_us"
"2259",32656,"southern_us"
"2260",45875,"southern_us"
"2261",1735,"mexican"
"2262",35986,"italian"
"2263",45005,"southern_us"
"2264",46636,"southern_us"
"2265",31507,"southern_us"
"2266",31348,"mexican"
"2267",28362,"mexican"
"2268",33305,"southern_us"
"2269",36747,"southern_us"
"2270",39897,"southern_us"
"2271",27450,"chinese"
"2272",49579,"chinese"
"2273",24426,"southern_us"
"2274",11507,"italian"
"2275",6093,"southern_us"
"2276",49338,"italian"
"2277",11560,"italian"
"2278",49597,"mexican"
"2279",17865,"southern_us"
"2280",5995,"southern_us"
"2281",9707,"mexican"
"2282",6888,"mexican"
"2283",46148,"southern_us"
"2284",19940,"southern_us"
"2285",34637,"italian"
"2286",14214,"italian"
"2287",15805,"southern_us"
"2288",34328,"chinese"
"2289",27174,"southern_us"
"2290",24919,"italian"
"2291",33206,"italian"
"2292",10745,"southern_us"
"2293",41550,"southern_us"
"2294",5008,"southern_us"
"2295",10685,"mexican"
"2296",15287,"italian"
"2297",25701,"southern_us"
"2298",31525,"italian"
"2299",27096,"chinese"
"2300",36113,"southern_us"
"2301",48480,"southern_us"
"2302",1944,"italian"
"2303",26314,"italian"
"2304",10478,"chinese"
"2305",15149,"southern_us"
"2306",5024,"southern_us"
"2307",1676,"southern_us"
"2308",2869,"italian"
"2309",20079,"southern_us"
"2310",8053,"southern_us"
"2311",6212,"italian"
"2312",13557,"indian"
"2313",9735,"southern_us"
"2314",39956,"mexican"
"2315",21569,"mexican"
"2316",3269,"italian"
"2317",4461,"southern_us"
"2318",41598,"italian"
"2319",44612,"southern_us"
"2320",20150,"southern_us"
"2321",7278,"italian"
"2322",35809,"southern_us"
"2323",21612,"southern_us"
"2324",20357,"southern_us"
"2325",23355,"italian"
"2326",27727,"italian"
"2327",34021,"chinese"
"2328",9970,"mexican"
"2329",36438,"southern_us"
"2330",12079,"southern_us"
"2331",22380,"indian"
"2332",28065,"chinese"
"2333",49690,"italian"
"2334",48671,"italian"
"2335",18509,"southern_us"
"2336",8903,"italian"
"2337",23374,"chinese"
"2338",22475,"mexican"
"2339",28418,"southern_us"
"2340",42625,"southern_us"
"2341",44840,"italian"
"2342",42121,"indian"
"2343",2243,"southern_us"
"2344",18032,"chinese"
"2345",19392,"southern_us"
"2346",25679,"southern_us"
"2347",11223,"mexican"
"2348",35867,"italian"
"2349",33842,"mexican"
"2350",12676,"southern_us"
"2351",38377,"southern_us"
"2352",344,"southern_us"
"2353",11864,"chinese"
"2354",16895,"italian"
"2355",3001,"mexican"
"2356",19195,"southern_us"
"2357",3635,"southern_us"
"2358",23150,"southern_us"
"2359",17502,"southern_us"
"2360",16405,"mexican"
"2361",34160,"southern_us"
"2362",34495,"italian"
"2363",18377,"southern_us"
"2364",18988,"mexican"
"2365",24880,"italian"
"2366",48302,"italian"
"2367",33358,"southern_us"
"2368",20732,"chinese"
"2369",22094,"southern_us"
"2370",8638,"mexican"
"2371",35556,"mexican"
"2372",27248,"southern_us"
"2373",15746,"italian"
"2374",46404,"southern_us"
"2375",23323,"southern_us"
"2376",39018,"southern_us"
"2377",23510,"italian"
"2378",27710,"southern_us"
"2379",30540,"indian"
"2380",48945,"southern_us"
"2381",37197,"mexican"
"2382",27343,"southern_us"
"2383",29349,"southern_us"
"2384",38383,"southern_us"
"2385",46758,"southern_us"
"2386",24859,"chinese"
"2387",18292,"mexican"
"2388",32450,"southern_us"
"2389",35936,"southern_us"
"2390",36789,"southern_us"
"2391",19804,"mexican"
"2392",16604,"italian"
"2393",585,"southern_us"
"2394",29352,"indian"
"2395",48392,"italian"
"2396",44324,"italian"
"2397",5012,"southern_us"
"2398",19487,"southern_us"
"2399",17263,"mexican"
"2400",26127,"southern_us"
"2401",39464,"italian"
"2402",4870,"chinese"
"2403",16171,"southern_us"
"2404",308,"italian"
"2405",19155,"southern_us"
"2406",18736,"southern_us"
"2407",43352,"southern_us"
"2408",24652,"mexican"
"2409",44181,"southern_us"
"2410",36237,"mexican"
"2411",30286,"italian"
"2412",4019,"southern_us"
"2413",20111,"southern_us"
"2414",35543,"italian"
"2415",25992,"southern_us"
"2416",8275,"mexican"
"2417",49613,"chinese"
"2418",45149,"mexican"
"2419",38610,"indian"
"2420",18111,"southern_us"
"2421",35670,"italian"
"2422",30349,"chinese"
"2423",12034,"chinese"
"2424",20729,"italian"
"2425",11458,"italian"
"2426",16423,"southern_us"
"2427",47404,"southern_us"
"2428",43875,"chinese"
"2429",43513,"southern_us"
"2430",21894,"italian"
"2431",9350,"italian"
"2432",18519,"southern_us"
"2433",4651,"mexican"
"2434",14831,"mexican"
"2435",32530,"southern_us"
"2436",44131,"indian"
"2437",36724,"southern_us"
"2438",20264,"southern_us"
"2439",4994,"indian"
"2440",47875,"southern_us"
"2441",1952,"chinese"
"2442",6792,"southern_us"
"2443",44853,"italian"
"2444",13807,"italian"
"2445",14303,"southern_us"
"2446",27449,"mexican"
"2447",20389,"southern_us"
"2448",32028,"southern_us"
"2449",9758,"southern_us"
"2450",15295,"southern_us"
"2451",14904,"italian"
"2452",9534,"italian"
"2453",46950,"italian"
"2454",15648,"italian"
"2455",44473,"southern_us"
"2456",29833,"italian"
"2457",3015,"italian"
"2458",43675,"southern_us"
"2459",3329,"southern_us"
"2460",27359,"southern_us"
"2461",18163,"chinese"
"2462",45238,"indian"
"2463",2146,"southern_us"
"2464",17194,"southern_us"
"2465",15864,"italian"
"2466",6084,"southern_us"
"2467",44220,"italian"
"2468",1843,"chinese"
"2469",4777,"italian"
"2470",27182,"italian"
"2471",47648,"italian"
"2472",30068,"mexican"
"2473",36696,"mexican"
"2474",47909,"southern_us"
"2475",19016,"southern_us"
"2476",32683,"chinese"
"2477",224,"italian"
"2478",2031,"southern_us"
"2479",26715,"chinese"
"2480",23886,"mexican"
"2481",28724,"southern_us"
"2482",46037,"italian"
"2483",38683,"chinese"
"2484",19328,"southern_us"
"2485",15324,"italian"
"2486",20480,"italian"
"2487",43132,"mexican"
"2488",25028,"southern_us"
"2489",15859,"southern_us"
"2490",13023,"southern_us"
"2491",27838,"southern_us"
"2492",3661,"italian"
"2493",35313,"mexican"
"2494",45668,"southern_us"
"2495",3070,"southern_us"
"2496",20607,"italian"
"2497",33560,"southern_us"
"2498",43354,"italian"
"2499",19935,"italian"
"2500",45795,"southern_us"
"2501",42932,"mexican"
"2502",42059,"italian"
"2503",47601,"southern_us"
"2504",31240,"southern_us"
"2505",5339,"southern_us"
"2506",8192,"italian"
"2507",4831,"chinese"
"2508",9134,"mexican"
"2509",49500,"indian"
"2510",45456,"southern_us"
"2511",47506,"mexican"
"2512",43238,"southern_us"
"2513",43910,"southern_us"
"2514",36829,"southern_us"
"2515",2771,"italian"
"2516",14712,"southern_us"
"2517",37718,"mexican"
"2518",5264,"indian"
"2519",26273,"southern_us"
"2520",48641,"italian"
"2521",46990,"indian"
"2522",26575,"southern_us"
"2523",43906,"southern_us"
"2524",30518,"mexican"
"2525",45950,"southern_us"
"2526",15967,"italian"
"2527",25115,"southern_us"
"2528",15112,"southern_us"
"2529",34860,"southern_us"
"2530",32100,"italian"
"2531",11239,"chinese"
"2532",809,"italian"
"2533",9212,"italian"
"2534",34741,"southern_us"
"2535",29409,"mexican"
"2536",39986,"southern_us"
"2537",21487,"italian"
"2538",36981,"italian"
"2539",19115,"indian"
"2540",37110,"mexican"
"2541",36185,"chinese"
"2542",26244,"chinese"
"2543",18026,"southern_us"
"2544",36961,"italian"
"2545",14384,"mexican"
"2546",6039,"southern_us"
"2547",31871,"indian"
"2548",35841,"mexican"
"2549",16074,"southern_us"
"2550",39180,"southern_us"
"2551",19331,"italian"
"2552",8658,"italian"
"2553",49574,"italian"
"2554",25237,"southern_us"
"2555",6947,"italian"
"2556",5309,"italian"
"2557",35914,"italian"
"2558",14715,"southern_us"
"2559",47994,"southern_us"
"2560",11508,"chinese"
"2561",41662,"italian"
"2562",39047,"mexican"
"2563",22933,"southern_us"
"2564",5016,"chinese"
"2565",49449,"italian"
"2566",39029,"southern_us"
"2567",1721,"southern_us"
"2568",41864,"italian"
"2569",17358,"mexican"
"2570",36847,"mexican"
"2571",34812,"indian"
"2572",5486,"southern_us"
"2573",2492,"chinese"
"2574",45624,"mexican"
"2575",7576,"italian"
"2576",34773,"chinese"
"2577",16904,"chinese"
"2578",4279,"mexican"
"2579",38068,"southern_us"
"2580",7370,"mexican"
"2581",23586,"southern_us"
"2582",48790,"mexican"
"2583",26717,"southern_us"
"2584",32749,"italian"
"2585",42536,"chinese"
"2586",5372,"southern_us"
"2587",37143,"southern_us"
"2588",37244,"italian"
"2589",27674,"chinese"
"2590",778,"chinese"
"2591",14686,"southern_us"
"2592",9274,"mexican"
"2593",37769,"italian"
"2594",12871,"italian"
"2595",38528,"mexican"
"2596",32968,"southern_us"
"2597",6275,"italian"
"2598",4732,"southern_us"
"2599",9452,"southern_us"
"2600",29194,"southern_us"
"2601",16627,"southern_us"
"2602",5127,"southern_us"
"2603",26447,"southern_us"
"2604",11489,"southern_us"
"2605",23884,"southern_us"
"2606",14545,"italian"
"2607",19620,"indian"
"2608",9771,"southern_us"
"2609",21265,"southern_us"
"2610",38249,"italian"
"2611",3483,"southern_us"
"2612",21262,"italian"
"2613",14605,"southern_us"
"2614",9448,"indian"
"2615",15750,"southern_us"
"2616",6413,"italian"
"2617",17585,"chinese"
"2618",10057,"southern_us"
"2619",29462,"southern_us"
"2620",18943,"italian"
"2621",22591,"mexican"
"2622",32048,"southern_us"
"2623",32249,"southern_us"
"2624",39578,"southern_us"
"2625",21724,"italian"
"2626",27119,"southern_us"
"2627",25094,"chinese"
"2628",41200,"southern_us"
"2629",33033,"chinese"
"2630",21389,"southern_us"
"2631",49103,"italian"
"2632",12519,"italian"
"2633",26913,"southern_us"
"2634",12460,"italian"
"2635",3397,"southern_us"
"2636",3502,"chinese"
"2637",42877,"italian"
"2638",249,"southern_us"
"2639",46008,"southern_us"
"2640",14185,"southern_us"
"2641",20873,"mexican"
"2642",11722,"southern_us"
"2643",24883,"indian"
"2644",3932,"italian"
"2645",25728,"southern_us"
"2646",16428,"mexican"
"2647",7887,"mexican"
"2648",48364,"southern_us"
"2649",47197,"southern_us"
"2650",28640,"mexican"
"2651",16758,"chinese"
"2652",39135,"italian"
"2653",33302,"italian"
"2654",23677,"chinese"
"2655",25509,"mexican"
"2656",35746,"chinese"
"2657",46195,"italian"
"2658",19788,"italian"
"2659",18888,"southern_us"
"2660",21153,"southern_us"
"2661",44672,"southern_us"
"2662",48707,"chinese"
"2663",2232,"southern_us"
"2664",36081,"southern_us"
"2665",948,"southern_us"
"2666",24512,"southern_us"
"2667",24382,"southern_us"
"2668",40648,"southern_us"
"2669",48886,"southern_us"
"2670",21967,"italian"
"2671",40119,"italian"
"2672",38221,"southern_us"
"2673",49494,"southern_us"
"2674",17286,"italian"
"2675",10421,"chinese"
"2676",13088,"italian"
"2677",34348,"southern_us"
"2678",15405,"southern_us"
"2679",15218,"italian"
"2680",40233,"mexican"
"2681",26098,"chinese"
"2682",17221,"mexican"
"2683",25198,"southern_us"
"2684",22532,"mexican"
"2685",41563,"chinese"
"2686",2554,"southern_us"
"2687",38170,"mexican"
"2688",29476,"italian"
"2689",33384,"southern_us"
"2690",5770,"chinese"
"2691",5628,"chinese"
"2692",44069,"italian"
"2693",18530,"italian"
"2694",22369,"mexican"
"2695",9498,"italian"
"2696",26476,"italian"
"2697",29939,"italian"
"2698",9336,"mexican"
"2699",26377,"mexican"
"2700",18442,"southern_us"
"2701",13470,"mexican"
"2702",34689,"southern_us"
"2703",11016,"southern_us"
"2704",28985,"mexican"
"2705",25293,"southern_us"
"2706",569,"southern_us"
"2707",29992,"chinese"
"2708",20363,"southern_us"
"2709",6981,"southern_us"
"2710",30154,"southern_us"
"2711",39960,"italian"
"2712",25975,"southern_us"
"2713",4029,"southern_us"
"2714",49081,"southern_us"
"2715",7493,"chinese"
"2716",10393,"mexican"
"2717",6915,"italian"
"2718",42310,"southern_us"
"2719",15612,"mexican"
"2720",23160,"southern_us"
"2721",37897,"southern_us"
"2722",44731,"italian"
"2723",3460,"southern_us"
"2724",29855,"italian"
"2725",31140,"chinese"
"2726",4481,"southern_us"
"2727",30882,"italian"
"2728",511,"chinese"
"2729",1120,"italian"
"2730",42651,"southern_us"
"2731",18209,"southern_us"
"2732",38368,"chinese"
"2733",31783,"mexican"
"2734",37589,"southern_us"
"2735",17752,"chinese"
"2736",37020,"southern_us"
"2737",19503,"italian"
"2738",2718,"mexican"
"2739",28365,"italian"
"2740",45843,"southern_us"
"2741",4514,"chinese"
"2742",4311,"chinese"
"2743",41356,"southern_us"
"2744",12022,"southern_us"
"2745",6846,"mexican"
"2746",8983,"southern_us"
"2747",47589,"italian"
"2748",14859,"southern_us"
"2749",20035,"southern_us"
"2750",732,"mexican"
"2751",38568,"southern_us"
"2752",10871,"mexican"
"2753",42540,"indian"
"2754",48782,"southern_us"
"2755",17988,"italian"
"2756",8147,"chinese"
"2757",32029,"southern_us"
"2758",25598,"italian"
"2759",8695,"chinese"
"2760",11213,"southern_us"
"2761",21053,"italian"
"2762",29154,"southern_us"
"2763",33691,"southern_us"
"2764",32129,"southern_us"
"2765",43787,"italian"
"2766",40642,"southern_us"
"2767",39782,"southern_us"
"2768",38430,"italian"
"2769",33438,"chinese"
"2770",31602,"southern_us"
"2771",17581,"mexican"
"2772",25169,"southern_us"
"2773",35755,"italian"
"2774",33544,"mexican"
"2775",34252,"chinese"
"2776",30764,"italian"
"2777",44946,"southern_us"
"2778",716,"mexican"
"2779",24668,"italian"
"2780",24270,"chinese"
"2781",13165,"italian"
"2782",33758,"italian"
"2783",3090,"mexican"
"2784",43987,"southern_us"
"2785",39021,"mexican"
"2786",44460,"italian"
"2787",29876,"southern_us"
"2788",17737,"southern_us"
"2789",36772,"mexican"
"2790",18174,"southern_us"
"2791",20924,"southern_us"
"2792",39098,"italian"
"2793",32571,"mexican"
"2794",26957,"chinese"
"2795",11363,"mexican"
"2796",20736,"mexican"
"2797",42639,"chinese"
"2798",43350,"indian"
"2799",15451,"southern_us"
"2800",45175,"mexican"
"2801",5652,"southern_us"
"2802",1569,"chinese"
"2803",39036,"chinese"
"2804",13673,"chinese"
"2805",1550,"mexican"
"2806",38553,"southern_us"
"2807",38594,"southern_us"
"2808",3220,"mexican"
"2809",24686,"mexican"
"2810",10863,"italian"
"2811",46683,"italian"
"2812",5113,"mexican"
"2813",34967,"italian"
"2814",15420,"italian"
"2815",9607,"southern_us"
"2816",7190,"mexican"
"2817",7482,"italian"
"2818",3928,"southern_us"
"2819",11288,"southern_us"
"2820",1948,"southern_us"
"2821",6590,"italian"
"2822",20275,"southern_us"
"2823",14212,"italian"
"2824",47990,"italian"
"2825",36653,"italian"
"2826",22436,"italian"
"2827",34790,"southern_us"
"2828",45752,"italian"
"2829",19159,"mexican"
"2830",14515,"mexican"
"2831",27510,"southern_us"
"2832",38699,"southern_us"
"2833",34959,"southern_us"
"2834",7206,"indian"
"2835",2316,"italian"
"2836",18823,"mexican"
"2837",1909,"southern_us"
"2838",48313,"southern_us"
"2839",5844,"southern_us"
"2840",29975,"italian"
"2841",41091,"southern_us"
"2842",9532,"southern_us"
"2843",46569,"southern_us"
"2844",10399,"southern_us"
"2845",42934,"southern_us"
"2846",2688,"mexican"
"2847",27095,"mexican"
"2848",12476,"southern_us"
"2849",23070,"mexican"
"2850",9837,"italian"
"2851",45829,"southern_us"
"2852",31887,"southern_us"
"2853",28518,"southern_us"
"2854",47168,"italian"
"2855",45321,"mexican"
"2856",20662,"italian"
"2857",9699,"mexican"
"2858",41018,"southern_us"
"2859",705,"southern_us"
"2860",42898,"southern_us"
"2861",633,"southern_us"
"2862",31443,"mexican"
"2863",18613,"mexican"
"2864",19060,"southern_us"
"2865",17845,"italian"
"2866",1534,"southern_us"
"2867",41786,"southern_us"
"2868",31656,"southern_us"
"2869",17330,"southern_us"
"2870",7048,"southern_us"
"2871",7938,"southern_us"
"2872",46208,"italian"
"2873",33759,"italian"
"2874",5526,"chinese"
"2875",26943,"southern_us"
"2876",20701,"italian"
"2877",35701,"mexican"
"2878",36687,"italian"
"2879",21401,"southern_us"
"2880",376,"southern_us"
"2881",6980,"italian"
"2882",39402,"italian"
"2883",43095,"southern_us"
"2884",18576,"italian"
"2885",39720,"chinese"
"2886",17526,"southern_us"
"2887",27549,"italian"
"2888",27123,"italian"
"2889",22979,"southern_us"
"2890",46113,"southern_us"
"2891",31557,"mexican"
"2892",20414,"southern_us"
"2893",14487,"mexican"
"2894",24881,"italian"
"2895",17955,"southern_us"
"2896",39109,"italian"
"2897",35576,"italian"
"2898",25876,"southern_us"
"2899",24669,"mexican"
"2900",22261,"southern_us"
"2901",832,"chinese"
"2902",29742,"italian"
"2903",21381,"southern_us"
"2904",34322,"italian"
"2905",7224,"southern_us"
"2906",17978,"southern_us"
"2907",9438,"mexican"
"2908",9458,"chinese"
"2909",41045,"chinese"
"2910",34614,"mexican"
"2911",16651,"italian"
"2912",8230,"southern_us"
"2913",39372,"southern_us"
"2914",39357,"southern_us"
"2915",44341,"mexican"
"2916",42052,"southern_us"
"2917",45208,"southern_us"
"2918",28626,"southern_us"
"2919",48345,"southern_us"
"2920",37791,"southern_us"
"2921",15227,"chinese"
"2922",24053,"southern_us"
"2923",17716,"southern_us"
"2924",6087,"southern_us"
"2925",28000,"southern_us"
"2926",4320,"italian"
"2927",21783,"italian"
"2928",16148,"southern_us"
"2929",47562,"italian"
"2930",31541,"italian"
"2931",43574,"southern_us"
"2932",45475,"italian"
"2933",16953,"southern_us"
"2934",5239,"chinese"
"2935",4595,"indian"
"2936",37279,"southern_us"
"2937",33264,"italian"
"2938",30484,"southern_us"
"2939",9200,"southern_us"
"2940",7457,"mexican"
"2941",42413,"chinese"
"2942",18484,"southern_us"
"2943",20985,"mexican"
"2944",29503,"italian"
"2945",45242,"italian"
"2946",46953,"southern_us"
"2947",13948,"southern_us"
"2948",1623,"italian"
"2949",33251,"southern_us"
"2950",6148,"italian"
"2951",30392,"southern_us"
"2952",144,"chinese"
"2953",20602,"southern_us"
"2954",48085,"southern_us"
"2955",14896,"southern_us"
"2956",47518,"mexican"
"2957",29161,"southern_us"
"2958",39363,"mexican"
"2959",694,"southern_us"
"2960",3887,"southern_us"
"2961",12671,"southern_us"
"2962",31117,"southern_us"
"2963",14714,"italian"
"2964",29993,"chinese"
"2965",20639,"italian"
"2966",17665,"italian"
"2967",3969,"indian"
"2968",11014,"mexican"
"2969",19530,"southern_us"
"2970",17271,"mexican"
"2971",30457,"italian"
"2972",22989,"southern_us"
"2973",45756,"southern_us"
"2974",20297,"southern_us"
"2975",10942,"southern_us"
"2976",35686,"mexican"
"2977",13032,"italian"
"2978",7951,"southern_us"
"2979",20432,"southern_us"
"2980",17971,"mexican"
"2981",4128,"southern_us"
"2982",7589,"mexican"
"2983",18816,"chinese"
"2984",12650,"chinese"
"2985",418,"indian"
"2986",36366,"southern_us"
"2987",32991,"mexican"
"2988",6424,"italian"
"2989",8134,"southern_us"
"2990",39280,"southern_us"
"2991",3091,"southern_us"
"2992",23382,"italian"
"2993",34090,"mexican"
"2994",23320,"mexican"
"2995",14962,"southern_us"
"2996",42047,"southern_us"
"2997",44805,"southern_us"
"2998",36584,"southern_us"
"2999",3016,"southern_us"
"3000",6391,"southern_us"
"3001",38188,"mexican"
"3002",1784,"southern_us"
"3003",18300,"italian"
"3004",3856,"italian"
"3005",41841,"southern_us"
"3006",16837,"italian"
"3007",23687,"southern_us"
"3008",38118,"southern_us"
"3009",27801,"chinese"
"3010",17096,"chinese"
"3011",20235,"southern_us"
"3012",13288,"southern_us"
"3013",26749,"italian"
"3014",19084,"italian"
"3015",35200,"southern_us"
"3016",41073,"italian"
"3017",28016,"mexican"
"3018",18431,"southern_us"
"3019",22228,"chinese"
"3020",27456,"mexican"
"3021",325,"italian"
"3022",6543,"italian"
"3023",7062,"southern_us"
"3024",49221,"southern_us"
"3025",44536,"italian"
"3026",24865,"southern_us"
"3027",26543,"chinese"
"3028",10096,"southern_us"
"3029",38273,"italian"
"3030",6710,"chinese"
"3031",49243,"italian"
"3032",19624,"italian"
"3033",24435,"mexican"
"3034",14883,"italian"
"3035",22516,"southern_us"
"3036",587,"southern_us"
"3037",40539,"southern_us"
"3038",11208,"southern_us"
"3039",18273,"southern_us"
"3040",22762,"southern_us"
"3041",13300,"italian"
"3042",42245,"italian"
"3043",14177,"italian"
"3044",4184,"southern_us"
"3045",14277,"southern_us"
"3046",41308,"chinese"
"3047",34438,"italian"
"3048",9805,"chinese"
"3049",38007,"italian"
"3050",23919,"indian"
"3051",13945,"southern_us"
"3052",32279,"indian"
"3053",17456,"mexican"
"3054",47941,"southern_us"
"3055",32310,"italian"
"3056",44442,"italian"
"3057",14163,"mexican"
"3058",27573,"italian"
"3059",777,"southern_us"
"3060",44116,"southern_us"
"3061",13347,"mexican"
"3062",29348,"chinese"
"3063",14219,"southern_us"
"3064",39983,"italian"
"3065",33682,"italian"
"3066",21443,"southern_us"
"3067",47642,"southern_us"
"3068",1759,"southern_us"
"3069",1205,"southern_us"
"3070",4794,"italian"
"3071",17408,"italian"
"3072",34666,"southern_us"
"3073",40237,"mexican"
"3074",13778,"italian"
"3075",41289,"italian"
"3076",3560,"southern_us"
"3077",35830,"southern_us"
"3078",11151,"southern_us"
"3079",12789,"southern_us"
"3080",21166,"italian"
"3081",24716,"southern_us"
"3082",25586,"mexican"
"3083",11046,"southern_us"
"3084",31793,"southern_us"
"3085",28746,"italian"
"3086",7226,"southern_us"
"3087",30991,"southern_us"
"3088",47476,"southern_us"
"3089",30626,"southern_us"
"3090",49367,"southern_us"
"3091",35754,"indian"
"3092",4247,"chinese"
"3093",49423,"italian"
"3094",22295,"southern_us"
"3095",2749,"chinese"
"3096",685,"southern_us"
"3097",30988,"southern_us"
"3098",46285,"italian"
"3099",40492,"mexican"
"3100",22264,"italian"
"3101",15921,"mexican"
"3102",388,"chinese"
"3103",33121,"chinese"
"3104",35685,"southern_us"
"3105",4416,"southern_us"
"3106",17725,"italian"
"3107",39525,"mexican"
"3108",27034,"southern_us"
"3109",28470,"southern_us"
"3110",38953,"mexican"
"3111",20045,"southern_us"
"3112",12896,"mexican"
"3113",39573,"italian"
"3114",8838,"southern_us"
"3115",15399,"mexican"
"3116",39439,"mexican"
"3117",26837,"chinese"
"3118",41220,"southern_us"
"3119",35968,"chinese"
"3120",24335,"mexican"
"3121",10983,"chinese"
"3122",5516,"southern_us"
"3123",38894,"mexican"
"3124",11887,"italian"
"3125",31306,"southern_us"
"3126",38578,"mexican"
"3127",3561,"southern_us"
"3128",45095,"southern_us"
"3129",30969,"italian"
"3130",14389,"southern_us"
"3131",29670,"chinese"
"3132",40995,"southern_us"
"3133",33629,"southern_us"
"3134",10616,"italian"
